t,E_dc,I,C_l,C_r
0,-10,0.0749156,inf,0.00438261
0.08,-9.92,0.00769882,inf,0.00556408
0.16,-9.84,0.00711561,inf,0.00672846
0.24,-9.76,0.0062361,inf,0.00749395
0.32,-9.68,0.0047222,inf,0.00762251
0.4,-9.6,0.00311155,inf,0.0072177
0.48,-9.52,0.00202812,inf,0.00662845
0.56,-9.44,0.00175482,inf,0.0062088
0.64,-9.36,0.00230716,inf,0.00620081
0.72,-9.28,0.00366001,inf,0.0067683
0.8,-9.2,0.00582193,inf,0.00805414
0.88,-9.12,0.00867166,inf,0.0101504
0.96,-9.04,0.0116216,inf,0.0129321
1.04,-8.96,0.0134723,inf,0.0158483
1.12,-8.88,0.0130371,inf,0.0179913
1.2,-8.8,0.0103045,inf,0.0186514
1.28,-8.72,0.00670729,inf,0.0178936
1.36,-8.64,0.0039809,inf,0.0164818
1.44,-8.56,0.00306882,inf,0.0153121
1.52,-8.48,0.00413132,inf,0.0150348
1.6,-8.4,0.00710766,inf,0.0160749
1.68,-8.32,0.0120124,inf,0.0187826
1.76,-8.24,0.0186675,inf,0.0234214
1.84,-8.16,0.0259495,inf,0.0298355
1.92,-8.08,0.0312533,inf,0.0369314
2,-8,0.0315488,inf,0.0426466
2.08,-7.92,0.0260631,inf,0.0450579
2.16,-7.84,0.0175928,inf,0.0438797
2.24,-7.76,0.0103751,inf,0.0406622
2.32,-7.68,0.00717073,inf,0.0375811
2.4,-7.6,0.00869338,inf,0.0363477
2.48,-7.52,0.0148133,inf,0.0380689
2.56,-7.44,0.0254832,inf,0.0435894
2.64,-7.36,0.0403959,inf,0.0535742
2.72,-7.28,0.0574164,inf,0.0678877
2.8,-7.2,0.0711297,inf,0.0844284
2.88,-7.12,0.0744851,inf,0.0987586
2.96,-7.04,0.0643915,inf,0.106164
3.04,-6.96,0.0456557,inf,0.105089
3.12,-6.88,0.0277117,inf,0.0983196
3.2,-6.8,0.0179344,inf,0.0907662
3.28,-6.72,0.018959,inf,0.0867201
3.36,-6.64,0.0307015,inf,0.0890195
3.44,-6.56,0.0527738,inf,0.099646
3.52,-6.48,0.0843374,inf,0.120068
3.6,-6.4,0.121155,inf,0.150168
3.68,-6.32,0.152541,inf,0.185931
3.76,-6.24,0.16405,inf,0.218495
3.84,-6.16,0.147806,inf,0.237794
3.92,-6.08,0.110812,inf,0.239221
4,-6,0.0710353,inf,0.22688
4.08,-5.92,0.0453553,inf,0.210438
4.16,-5.84,0.0418892,inf,0.199566
4.24,-5.76,0.0615787,inf,0.201095
4.32,-5.68,0.102949,inf,0.219432
4.4,-5.6,0.162932,inf,0.257237
4.48,-5.52,0.23235,inf,0.313734
4.56,-5.44,0.29162,inf,0.381061
4.64,-5.36,0.31653,inf,0.443417
4.72,-5.28,0.29423,inf,0.483538
4.8,-5.2,0.23393,inf,0.492648
4.88,-5.12,0.162137,inf,0.475342
4.96,-5.04,0.108134,inf,0.446473
5.04,-4.96,0.090886,inf,0.423551
5.12,-4.88,0.115882,inf,0.420578
5.2,-4.8,0.179903,inf,0.446317
5.28,-4.72,0.273535,inf,0.50432
5.36,-4.64,0.377291,inf,0.5907
5.44,-4.56,0.460422,inf,0.690766
5.52,-4.48,0.493557,inf,0.781446
5.6,-4.4,0.466406,inf,0.841629
5.68,-4.32,0.391774,inf,0.861723
5.76,-4.24,0.297409,inf,0.846041
5.84,-4.16,0.216509,inf,0.810293
5.92,-4.08,0.177627,inf,0.776363
6,-4,0.195238,inf,0.765152
6.08,-3.92,0.26676,inf,0.790579
6.16,-3.84,0.374136,inf,0.856195
6.24,-3.76,0.485854,inf,0.952872
6.32,-3.68,0.565823,inf,1.05964
6.4,-3.6,0.591253,inf,1.15203
6.48,-3.52,0.562313,inf,1.2132
6.56,-3.44,0.494527,inf,1.23801
6.64,-3.36,0.408588,inf,1.23054
6.72,-3.28,0.327956,inf,1.20193
6.8,-3.2,0.277824,inf,1.1695
6.88,-3.12,0.277334,inf,1.15324
6.96,-3.04,0.3287,inf,1.16855
7.04,-2.96,0.41305,inf,1.21913
7.12,-2.88,0.497453,inf,1.29443
7.2,-2.8,0.551699,inf,1.37472
7.28,-2.72,0.563785,inf,1.44165
7.36,-2.64,0.539901,inf,1.48572
7.44,-2.56,0.493024,inf,1.5058
7.52,-2.48,0.435245,inf,1.50514
7.6,-2.4,0.37834,inf,1.48968
7.68,-2.32,0.336618,inf,1.4688
7.76,-2.24,0.324481,inf,1.45505
7.84,-2.16,0.347212,inf,1.45992
7.92,-2.08,0.393712,inf,1.48725
8,-2,0.441262,inf,1.53028
8.08,-1.92,0.470212,inf,1.57621
8.16,-1.84,0.474503,inf,1.61418
8.24,-1.76,0.459245,inf,1.63942
8.32,-1.68,0.432369,inf,1.65193
8.4,-1.6,0.400083,inf,1.65364
8.48,-1.52,0.367487,inf,1.64729
8.56,-1.44,0.340915,inf,1.63696
8.64,-1.36,0.328005,inf,1.62864
8.72,-1.28,0.333253,inf,1.62868
8.8,-1.2,0.352532,inf,1.6401
8.88,-1.12,0.374188,inf,1.66013
8.96,-1.04,0.387364,inf,1.68231
9.04,-0.96,0.388453,inf,1.701
9.12,-0.88,0.379933,inf,1.71374
9.2,-0.8,0.365818,inf,1.7205
9.28,-0.72,0.349118,inf,1.72222
9.36,-0.64,0.332006,inf,1.72006
9.44,-0.56,0.317018,inf,1.71566
9.52,-0.48,0.307555,inf,1.71147
9.6,-0.4,0.306275,inf,1.71047
9.68,-0.32,0.312223,inf,1.71448
9.76,-0.24,0.320428,inf,1.72276
9.84,-0.16,0.325517,inf,1.73252
9.92,-0.08,0.32527,inf,1.74106
10,1.63425e-13,0.320535,inf,1.74708
10.08,0.08,0.313126,inf,1.75048
10.16,0.16,0.304465,inf,1.75163
10.24,0.24,0.295507,inf,1.75103
10.32,0.32,0.287255,inf,1.7493
10.4,0.4,0.281113,inf,1.7474
10.48,0.48,0.27841,inf,1.74658
10.56,0.56,0.279149,inf,1.7478
10.64,0.64,0.28144,inf,1.75099
10.72,0.72,0.282819,inf,1.75507
10.8,0.8,0.281996,inf,1.75882
10.88,0.88,0.279137,inf,1.76157
10.96,0.96,0.274996,inf,1.76321
11.04,1.04,0.27023,inf,1.76387
11.12,1.12,0.26528,inf,1.76377
11.2,1.2,0.260558,inf,1.76313
11.28,1.28,0.256634,inf,1.76231
11.36,1.36,0.254123,inf,1.76183
11.44,1.44,0.253192,inf,1.76213
11.52,1.52,0.253182,inf,1.7633
11.6,1.6,0.253017,inf,1.76495
11.68,1.68,0.251994,inf,1.76656
11.76,1.76,0.250062,inf,1.7678
11.84,1.84,0.247509,inf,1.76856
11.92,1.92,0.244631,inf,1.76892
12,2,0.241641,inf,1.76893
12.08,2.08,0.238723,inf,1.76871
12.16,2.16,0.236116,inf,1.76838
12.24,2.24,0.2341,inf,1.76813
12.32,2.32,0.232807,inf,1.76817
12.4,2.4,0.232029,inf,1.76858
12.48,2.48,0.231308,inf,1.76924
12.56,2.56,0.230275,inf,1.76991
12.64,2.64,0.22884,inf,1.77046
12.72,2.72,0.227095,inf,1.77081
12.8,2.8,0.225172,inf,1.77099
12.88,2.88,0.223176,inf,1.77103
12.96,2.96,0.221199,inf,1.77095
13.04,3.04,0.219354,inf,1.77082
13.12,3.12,0.217771,inf,1.7707
13.2,3.2,0.216532,inf,1.77069
13.28,3.28,0.21558,inf,1.77083
13.36,3.36,0.21472,inf,1.77108
13.44,3.44,0.213762,inf,1.77136
13.52,3.52,0.212626,inf,1.7716
13.6,3.6,0.211329,inf,1.77176
13.68,3.68,0.209924,inf,1.77185
13.76,3.76,0.208468,inf,1.77187
13.84,3.84,0.207011,inf,1.77185
13.92,3.92,0.205616,inf,1.7718
14,4,0.204349,inf,1.77175
14.08,4.08,0.203262,inf,1.77173
14.16,4.16,0.202341,inf,1.77177
14.24,4.24,0.201504,inf,1.77187
14.32,4.32,0.200648,inf,1.77198
14.4,4.4,0.199713,inf,1.77209
14.48,4.48,0.198689,inf,1.77216
14.56,4.56,0.197593,inf,1.7722
14.64,4.64,0.196456,inf,1.77222
14.72,4.72,0.19531,inf,1.77221
14.8,4.8,0.194195,inf,1.77219
14.88,4.88,0.193153,inf,1.77217
14.96,4.96,0.192214,inf,1.77216
15.04,5.04,0.191382,inf,1.77217
15.12,5.12,0.190618,inf,1.77221
15.2,5.2,0.189864,inf,1.77225
15.28,5.28,0.189076,inf,1.7723
15.36,5.36,0.188233,inf,1.77233
15.44,5.44,0.18734,inf,1.77235
15.52,5.52,0.18641,inf,1.77236
15.6,5.6,0.185467,inf,1.77236
15.68,5.68,0.184539,inf,1.77235
15.76,5.76,0.183656,inf,1.77234
15.84,5.84,0.182842,inf,1.77233
15.92,5.92,0.182103,inf,1.77234
16,6,0.18142,inf,1.77235
16.08,6.08,0.180758,inf,1.77237
16.16,6.16,0.180081,inf,1.77239
16.24,6.24,0.179369,inf,1.7724
16.32,6.32,0.178618,inf,1.77241
16.4,6.4,0.177834,inf,1.77241
16.48,6.48,0.177034,inf,1.77241
16.56,6.56,0.17624,inf,1.77241
16.64,6.64,0.175476,inf,1.77241
16.72,6.72,0.174762,inf,1.77241
16.8,6.8,0.174105,inf,1.77241
16.88,6.88,0.173496,inf,1.77241
16.96,6.96,0.17291,inf,1.77242
17.04,7.04,0.172321,inf,1.77242
17.12,7.12,0.171708,inf,1.77243
17.2,7.2,0.171063,inf,1.77244
17.28,7.28,0.170389,inf,1.77244
17.36,7.36,0.169697,inf,1.77244
17.44,7.44,0.169005,inf,1.77244
17.52,7.52,0.168333,inf,1.77244
17.6,7.6,0.167699,inf,1.77243
17.68,7.68,0.16711,inf,1.77243
17.76,7.76,0.166564,inf,1.77244
17.84,7.84,0.166042,inf,1.77244
17.92,7.92,0.165523,inf,1.77244
18,8,0.164988,inf,1.77244
18.08,8.08,0.164426,inf,1.77245
18.16,8.16,0.163837,inf,1.77245
18.24,8.24,0.16323,inf,1.77245
18.32,8.32,0.162619,inf,1.77245
18.4,8.4,0.162021,inf,1.77245
18.48,8.48,0.161452,inf,1.77245
18.56,8.56,0.160921,inf,1.77245
18.64,8.64,0.160427,inf,1.77245
18.72,8.72,0.159958,inf,1.77245
18.8,8.8,0.159495,inf,1.77245
18.88,8.88,0.159022,inf,1.77245
18.96,8.96,0.158527,inf,1.77245
19.04,9.04,0.158008,inf,1.77245
19.12,9.12,0.15747,inf,1.77245
19.2,9.2,0.156925,inf,1.77245
19.28,9.28,0.156388,inf,1.77245
19.36,9.36,0.155873,inf,1.77245
19.44,9.44,0.15539,inf,1.77245
19.52,9.52,0.15494,inf,1.77245
19.6,9.6,0.154515,inf,1.77245
19.68,9.68,0.154099,inf,1.77245
19.76,9.76,0.153676,inf,1.77245
19.84,9.84,0.153236,inf,1.77245
19.92,9.92,0.152774,inf,1.77245
20,10,0.152294,inf,1.77245
20.08,9.92,0.151739,inf,1.77245
20.16,9.84,0.151223,inf,1.77245
20.24,9.76,0.150731,inf,1.77245
20.32,9.68,0.150268,inf,1.77245
20.4,9.6,0.149839,inf,1.77245
20.48,9.52,0.149438,inf,1.77245
20.56,9.44,0.149053,inf,1.77245
20.64,9.36,0.148666,inf,1.77245
20.72,9.28,0.148266,inf,1.77245
20.8,9.2,0.147844,inf,1.77245
20.88,9.12,0.1474,inf,1.77245
20.96,9.04,0.146943,inf,1.77245
21.04,8.96,0.146484,inf,1.77245
21.12,8.88,0.146037,inf,1.77245
21.2,8.8,0.145617,inf,1.77245
21.28,8.72,0.145228,inf,1.77245
21.36,8.64,0.14487,inf,1.77245
21.44,8.56,0.14453,inf,1.77245
21.52,8.48,0.144192,inf,1.77245
21.6,8.4,0.143839,inf,1.77245
21.68,8.32,0.143463,inf,1.77245
21.76,8.24,0.143062,inf,1.77245
21.84,8.16,0.142643,inf,1.77245
21.92,8.08,0.142217,inf,1.77245
22,8,0.141799,inf,1.77244
22.08,7.92,0.141406,inf,1.77244
22.16,7.84,0.141046,inf,1.77244
22.24,7.76,0.14072,inf,1.77244
22.32,7.68,0.140417,inf,1.77244
22.4,7.6,0.14012,inf,1.77244
22.48,7.52,0.139809,inf,1.77244
22.56,7.44,0.139473,inf,1.77244
22.64,7.36,0.139108,inf,1.77244
22.72,7.28,0.13872,inf,1.77244
22.8,7.2,0.138319,inf,1.77243
22.88,7.12,0.137923,inf,1.77243
22.96,7.04,0.137548,inf,1.77242
23.04,6.96,0.137208,inf,1.77241
23.12,6.88,0.136908,inf,1.77241
23.2,6.8,0.136639,inf,1.77241
23.28,6.72,0.13638,inf,1.77241
23.36,6.64,0.136108,inf,1.77241
23.44,6.56,0.135809,inf,1.77242
23.52,6.48,0.135477,inf,1.77242
